Organism	seed_id	Gene_ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools	Families	Function	Subsystem
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.202	3.2.1.21:6	GH3(81-312)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.205	3.2.1.140:1	GH136(46-625)	GH136_e10	GH136	Y(1-31)	3	GH136	Extracellular lacto-N-biosidase (GH136)	O-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.221	-	GH109(16-173)	GH109_e7	-	N	2	GH109	Putative oxidoreductase	-
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.259	-	GH120(315-404)	GH120_e3	GH120	N	3	GH120	Beta-1,4-xylosidase-1 (GH120)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.261	3.2.1.55:1	GH43_12(21-367)	GH43_e260	GH43_12	N	3	GH43_12	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.262	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-538)	GH43_e285+CBM91_e24	GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-3 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.29	3.2.1.26:6	GH32(44-352)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.334	2.4.1.211:13	GH112(5-750)	GH112_e0	GH112	N	3	GH112	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase (EC 2.4.1.211)	HMO utilization in bifidobacteria; O-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.364	3.2.1.55:37	GH51(9-522)	GH51_e0	GH51	N	3	GH51	Putative alpha-1,5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.401	3.2.1.68:15|3.2.1.-:1	GH13_11(230-596)	GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.404	2.4.1.25:4	GH77(189-697)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.434	-|-|-	GH43_10(1-277)+CBM22(348-483)+CBM91(520-748)	GH43_e148+CBM22_e16+CBM91_e32	CBM22+GH43_10	N	3	GH43_10	Extracellular double substituted arabinoxylan alpha-L-arabinofuranosidase (GH43_10)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.435	3.2.1.8:4|3.2.1.55:3|3.2.1.37:1|3.2.1.-:1|3.2.1.55:11|3.2.1.8:2|3.2.1.-:2|3.2.1.37:1|3.2.1.55:13|3.2.1.8:3|3.2.1.-:2|3.2.1.37:1	CBM22(50-177)+GH43_16(222-553)+CBM6(583-715)	CBM22_e12+GH43_e261+CBM6_e6	CBM22+CBM6+GH43_16	Y(1-45)	3	GH43_16	Extracellular monosubstituted arabinoxylan alpha-1,2/3-L-arabinofuranosidase (GH43_16)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.511	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.519	3.2.1.20:2	GH13_30(33-403)	GH13_e234	GH13_30	N	3	GH13_30	Broad specificity alpha-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.521	2.4.1.25:4	GH77(204-728)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.526	-	GH31(198-627)	GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.626	3.2.1.23:18	GH42(24-394)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.628	3.2.1.55:37	GH51(53-564)	GH51_e0	GH51	N	3	GH51	Alpha-1,3/5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.656	3.2.1.55:5	GH51(268-750)	GH51_e47	GH51	N	3	GH51	Putative alpha-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.774	-	GH3(129-355)	GH3_e11	GH3	Y(1-17)	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.80	3.2.1.177:12	GH31(260-592)	GH31_e31	GH31	N	3	GH31	Putative xgl-cluster alpha-xylosidase (GH31)	Xyloglucan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.803	2.4.1.18:57|2.4.1.18:14	GH13_9(300-600)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.82	3.2.1.52:1	GH20(177-492)	GH20_e24	GH20	N	3	GH20	Beta-1,3/4/6-N-acetylglucosaminidase-1 (GH20)	N-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.821	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(3-92)+GH13_11(172-525)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.882	3.2.1.97:8|3.2.1.97:8|3.2.1.35:2|3.2.1.52:2	GH101(347-1088)+CBM32(1554-1687)	GH101_e0+CBM32_e206	CBM32+GH101	Y(1-30)	3	GH101	Extracellular endo-alpha-N-acetylgalactosaminidase (GH101)	O-glycan utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.916	3.2.1.185:2	GH127(13-576)	GH127_e0	GH127	N	3	GH127	Beta-1,2-L-arabinofuranosidase (GH127)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.918	3.2.1.187:2	GH121(4-1467)	GH121_e0	GH121	Y(1-33)	3	GH121	Extracellular beta-L-arabinobiosidase (GH121)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.919	3.2.1.55:1	GH43_29(92-415)	GH43_e210	GH43_29	Y(1-36)	3	GH43_29	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_29)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.954	-	GH13_3(317-535)	GH13_e41	GH13_3	N	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1864	-	-	GH23_e314	GH0	Y(1-33)	2	GH23,GH0	Cell wall-binding protein	-
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.1913	-	-	GH36_e44	GH36	N	2	GH36	Alpha-1,3/4-galactosidase (GH36)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium longum subsp. longum AM42-13AT	fig|216816.295	fig|216816.295.peg.560	-	-	GH23_e487	GH23	N	2	GH23	hypothetical protein	-
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1013	3.2.1.-:2	GH125(37-432)	GH125_e0	GH125	N	3	GH125	Alpha-1,6-mannosidase (GH125)	N-glycan utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.104	-	CE9(27-430)	CE9_e95	CE9	N	3	CE9	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	Sialic acid utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.106	3.2.1.52:2	GH20(138-453)	GH20_e1	GH20	N	3	GH20	Beta-1,3/4/6-N-acetylglucosaminidase-2 (GH20)	N-glycan utilization in bifidobacteria; HMO utilization in bifidobacteria; N-acetylglucosamine utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.114	3.2.1.23:35	GH2(22-360)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1242	3.2.1.-:1	GH42(15-384)	GH42_e0	GH42	N	3	GH42	Flavonoid/ginsenoside alpha-L-arabinopyranosidase (GH42)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1260	-	GH109(2-159)	GH109_e7	-	N	2	GH109	Putative oxidoreductase	-
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1295	3.2.1.1:5|3.2.1.116:1|3.2.1.1:2|3.2.1.41:2|3.2.1.41:25|3.2.1.1:2|3.2.1.68:2|3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_32(72-357)+CBM41(755-879)+CBM48(982-1069)+GH13_14(1142-1475)	GH13_e240+CBM25_e10+CBM41_e0+CBM48_e14+GH13_e95	CBM41+CBM48+GH13_14+GH13_32	Y(1-37)	3	GH13_32,GH13_14	Extracellular type II bifunctional pullulanase (GH13_14_32)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1325	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(10-99)+GH13_11(179-532)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1344	2.4.1.18:57|2.4.1.18:14	GH13_9(301-601)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3	GH13_9	1,4-alpha-glucan (glycogen) branching enzyme (GH13_9)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1379	3.2.1.26:6	GH32(44-351)	GH32_e28	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase-2 (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1408	3.2.1.23:35	GH2(1-529)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1431	3.2.1.23:35	GH2(1-531)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1434	-	GH2(72-587)	GH2_e128	GH2	N	3	GH2	Putative beta-galactosidase (GH2)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1453	3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(105-460)	GH13_e95	CBM48+GH13_14	N	3	GH13_14	Pullulanase (GH13_14)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1454	2.4.1.25:4	GH77(181-704)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1461	3.2.1.20:2	GH13_30(37-403)	GH13_e234	GH13_30	N	3	GH13_30	Alpha-1,4/6-glucosidase (GH13_30)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1498	-	GH3(142-365)	GH3_e11	GH3	Y(1-31)	3	GH3	beta-glycosyl hydrolase	-
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1515	-	GH43_22(56-298)	GH43_e200	GH43_22	N	3	GH43_22	Putative alpha-L-arabinofuranosidase (GH43_22)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1519	-	GH43_26(4-304)	GH43_e175	GH43_26	N	3	GH43_26	Alpha-1,5-L-arabinofuranosidase (GH43_26)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1521	3.2.1.37:1|3.2.1.55:1|3.2.1.55:1	GH43_27(344-677)	GH43_e243+GH43_e116	GH43_27	N	3	GH43_27	Alpha-1,2/3-L-arabinofuranosidase (GH43_27)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1522	-	GH43_4(47-390)	GH43_e182	GH43_4	Y(1-35)	3	GH43_4	Extracellular endo-alpha-1,5-L-arabinanase (GH43_4)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1523	-	GH43_4(42-401)	GH43_e182	GH43_4	N	3	GH43_4	Endo-alpha-1,5-L-arabinanase (GH43_4)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1550	3.2.1.55:1	GH43_29(91-441)	GH43_e210	GH43_29	Y(1-38)	3	GH43_29	Extracellular alpha-1,3-L-arabinofuranosidase (GH43_29)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1551	3.2.1.187:2	GH121(13-1444)	GH121_e0	GH121	Y(1-34)	3	GH121	Extracellular beta-L-arabinobiosidase (GH121)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1552	3.2.1.185:2	GH127(3-565)	GH127_e0	GH127	N	3	GH127	Beta-1,2-L-arabinofuranosidase (GH127)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1603	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(2-143)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1722	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(230-598)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3	GH13_11	Putative glycogen debranching enzyme-2 (GH13_11)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1725	2.4.1.25:4	GH77(188-705)	GH77_e2	GH77	N	3	GH77	4-alpha-glucanotransferase (amylomaltase)-2 (EC 2.4.1.25)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1733	3.2.1.55:2|-	GH43_10(6-276)+CBM91(319-521)	GH43_e2+CBM91_e2	GH43_10	N	3	GH43_10	Double substituted AXOS alpha-1,3-L-arabinofuranosidase (GH43_10)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1734	3.2.1.156:5	GH8(54-371)	GH8_e36	GH8	N	3	GH8	Reducing end xylose-releasing exo-oligoxylanase-1 (GH8)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1735	3.2.1.37:3|-	GH120(320-409)	GH120_e0+GH120_e3	GH120	N	3	GH120	Beta-1,4-xylosidase-1 (GH120)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1737	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(332-539)	GH43_e285+CBM91_e24	GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-1 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.175	-	GH25(242-428)	GH25_e221	GH25	Y(1-31)	3	GH25	Cell wall-associated murein hydrolase LytC	-
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.1786	-	GH13_4(85-482)	GH13_e4	GH13_4	N	3	GH13_4	Amylosucrase (EC 2.4.1.4)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.179	-	CE20(165-416)	CE20_e8	CE20	Y(1-33)	3	CE20	hypothetical protein	-
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.193	3.2.1.-:3|3.2.1.63:2	GH95(2-760)	GH95_e1	GH95	N	3	GH95	Alpha-1,2-L-fucosidase (GH95)	HMO utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.195	3.2.1.23:35	GH2(22-903)	GH2_e1	GH2	N	3	GH2	Beta-1,4-galactosidase (GH2)	HMO utilization in bifidobacteria; Beta-galactoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.202	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(25-245)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.21	3.2.1.21:4	GH1(5-385)	GH1_e38	GH1	N	3	GH1	Beta-glucosidase-2 (GH1)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.34	3.2.1.22:8	GH36(33-709)	GH36_e2	GH36	N	3	GH36	Alpha-1,6/4/3-galactosidase (GH36)	Alpha-galactoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.349	3.2.1.55:37	GH51(4-517)	GH51_e0	GH51	N	3	GH51	Alpha-1,3/5-L-arabinofuranosidase (GH51)	Arabinose and arabinoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.350	3.2.1.23:18	GH42(25-396)	GH42_e28	GH42	N	3	GH42	Beta-1,3/4/6-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria; HMO utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.371	-	GH13_3(330-549)	GH13_e41	GH13_3	N	3	GH13_3	Cytoplasmic alpha-amylase (EC 3.2.1.1)	Maltose and starch utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.39	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-296)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.452	3.2.1.55:1	GH43_12(8-362)	GH43_e260	GH43_12	N	3	GH43_12	Monosubstituted AXOS alpha-1,2/3-L-arabinofuranosidase (GH43_12)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.457	3.2.1.37:21|3.2.1.55:3|3.2.1.-:1|-	GH43_11(3-304)+CBM91(331-539)	GH43_e285+CBM91_e24	CBM91+GH43_11	N	3	GH43_11	Beta-1,4-xylosidase-3 (GH43_11)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.458	-	CE20(92-212)+CE20(407-532)	CE20_e33	CE20	N	3	CE20	Putative XOS/AXOS acetyl or feruloyl esterase-1 (CE20)	Xylose and xyloside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.533	-	GH32(120-290)+GH32(353-488)	GH32_e130	GH32	N	3	GH32	Beta-2,1/6-fructofuranosidase (GH32)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.563	-|-	GH31(195-667)	GH31_e77+GH31_e77	GH31	N	3	GH31	Putative alpha-glucosidase (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.572	3.2.1.177:1	GH31(221-682)	GH31_e0	GH31	N	3	GH31	Putative alpha-glucosidase-4 (GH31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.63	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(46-296)	GH13_e122	GH13_31	N	3	GH13_31	Alpha-1,6-glucosidase (GH13_31)	Alpha-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.630	3.2.1.23:18	GH42(23-394)	GH42_e28	GH42	N	3	GH42	Beta-1,4-galactosidase (GH42)	Beta-galactoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.646	2.4.1.7:2	GH13_18(35-379)	GH13_e144	GH13_18	N	3	GH13_18	Sucrose phosphorylase (EC 2.4.1.7)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.649	-	GH13(27-413)	GH13_e57	GH13_44	N	3	GH13_44	Putative alpha-glucosidase (GH13_44)	Fructose and fructoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.660	-	CE20(122-435)	CE20_e44	CE20	N	3	CE20	Putative carbohydrate esterase (CE20)	-
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.749	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(35-353)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.751	-|-	GH43_11(3-313)+CBM91(343-541)	GH43_e1+CBM91_e3	CBM91+GH43_11	N	3	GH43_11	Putative flavonoid/ginsenoside beta-xylosidase (GH43_11)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.752	3.2.1.55:1|3.2.1.21:1|3.2.1.58:1	GH5_44(59-351)	GH5_e69	GH5_44	N	3	GH5_44	Putative flavonoid/ginsenoside glycoside hydrolase (GH5_44)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.754	3.2.1.21:6	GH3(86-317)	GH3_e91	GH3	N	3	GH3	Beta-glucosidase-2 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.759	3.2.1.40:1|3.2.1.40:8|3.1.1.73:2	CBM67(142-314)+GH78(349-869)	CBM67_e28+GH78_e80	GH78	N	3	GH78	Flavonoid/ginsenoside alpha-rhamnosidase (GH78)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.763	3.2.1.21:22|3.2.1.-:4|3.2.1.37:1|3.2.1.55:1|3.2.1.23:1|3.2.1.45:1	GH3(32-252)	GH3_e197	GH3	N	3	GH3	Beta-glucosidase-1 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.809	-	GH3(674-875)	GH3_e130	GH3	N	3	GH3	Beta-glucosidase-3 (GH3)	Beta-glucoside utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.84	3.2.1.55:1	GH51(185-784)	GH51_e36	GH51	N	3	GH51	Alpha-1,2/3/5-L-arabinofuranosidase (GH51)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
Bifidobacterium pseudocatenulatum CA-C29	fig|28026.29	fig|28026.29.peg.88	3.2.1.88:2	GH36(145-673)	GH36_e35	GH36	N	3	GH36	Beta-L-arabinopyranosidase (GH36)	Type II arabinogalactan and gum arabic utilization in bifidobacteria
