mcSEED_subsystem	name	alt_names	annotation	dupl_subsystem	dupl_homolog	phenotype	pathway	type	classification	additional_classification	function	regulon	evidence	PMID	example_id_mcSEED	example_locus_tag	additional_info
Fructose and fructoside utilization	CscA	FosC	Beta-2,1/6-fructofuranosidase-2 (GH32)	NA	d	Scr;scFOS	Sucrose utilization;Short-chain fructooligosaccharide utilization	CAZyme	GH32	intracellular	Releases the glucose (D-Glcp) residue from sucrose, 1-kestose, nystose, fructosylnystose, short-chain fructooligosaccharide mixture, inulin; does not release fructose residues (?)	CscR	characterized	16000751	fig|326426.4.peg.1420	Bbr_1324	Gene in Bifidobacterium breve UCC2003 is upregulated on sucrose and short-chain fructooligosaccharide mixture (PMID: 16000751)
Fructose and fructoside utilization	CscB	FosB	Putative sucrose MFS permease (TC 2.A.1.5)	NA	NA	Scr;scFOS	Sucrose utilization;Short-chain fructooligosaccharide utilization	transporter	TC 2.A.1.5	MFS Superfamily; Oligosaccharide:H+ Symporter (OHS) Family	Predicted to transport short-chain fructooligosaccharides (1-kestose, nystose) and sucrose	CscR	predicted	NA	fig|391904.5.peg.788	Blon_0788	41% seq. identity with characterized sucrose permease from Escherichia coli (PMID: 22106930)
Fructose and fructoside utilization	CscR	NA	Putative transcriptional regulator of sucrose utilization-2 (LacI family)	NA	NA	Scr;scFOS	Sucrose utilization;Short-chain fructooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of cscA and cscB	NA	predicted	26903998	fig|326426.4.peg.1417	Bbr_1321	NA
Fructose and fructoside utilization	ScrA	Bbr_0020	Putative beta-fructofuranosidase-1 (GH32)	NA	NA	Scr;scFOS	Sucrose utilization;Short-chain fructooligosaccharide utilization	CAZyme	GH32	intracellular	Predicted to release terminal fructose residues from sucrose	ScrR2	predicted	30006593	fig|326426.4.peg.22	Bbr_0020	Knockout of the gene delays the growth of Bifidobacterium breve UCC2003 on sucrose (PMID: 30006593)
Fructose and fructoside utilization	ScrB	Bbr_0021	Putative sucrose/fructooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	Scr;scFOS	Sucrose utilization;Short-chain fructooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports sucrose. Predicted to transport short-chain fructooligosaccharides (1-kestose, nystose)	ScrR2	characterized	30006593	fig|326426.4.peg.23	Bbr_0021	Knockout of the gene delays the growth of Bifidobacterium breve UCC2003 on sucrose (PMID: 30006593)
Fructose and fructoside utilization	ScrR2	Bbr_0019	Putative transcriptional regulator of sucrose utilization-3 (LacI family)	NA	NA	Scr;scFOS	Sucrose utilization;Short-chain fructooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of scrA and scrB	ScrR2	predicted	26903998	fig|326426.4.peg.21	Bbr_0019	NA
Fructose and fructoside utilization	BfrA	Blon_2056	Beta-2,1/6-fructofuranosidase (GH32)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	CAZyme	GH32	intracellular	Releases terminal beta-2,1/6-linked fructose (D-Fruf) residues from inulin-type and levan-type fructooligosaccharides. Has approximately 10-fold lower affinity for sucrose and inulin	BfrR	characterized	27086652	fig|391904.5.peg.2073	Blon_2056	Protein in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on short-chain fructooligosaccharide mixture and inulin (PMID: 23469017)
Fructose and fructoside utilization	BfrB	Blon_2061	Putative fructooligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR	predicted	NA	fig|391904.5.peg.2078	Blon_2061	Protein in Bifidobacterium longum subsp. infantis ATCC15697 is upregulated on short-chain fructooligosaccharide mixture and inulin (PMID: 23469017)
Fructose and fructoside utilization	BfrC	Blon_2060	Putative fructooligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR	predicted	NA	fig|391904.5.peg.2077	Blon_2060	NA
Fructose and fructoside utilization	BfrD	Blon_2059	Putative fructooligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR	predicted	NA	fig|391904.5.peg.2076	Blon_2059	NA
Fructose and fructoside utilization	BfrR	NA	Putative transcriptional regulator of fructooligosaccharide utilization (LacI family)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of bfrABCD	BfrR	predicted	26903998	fig|391904.5.peg.2074	Blon_2057	NA
Fructose and fructoside utilization	BfrA2	NA	Putative beta-fructofuranosidase-2 (GH32)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	CAZyme	GH32	intracellular	Predicted to release terminal fructose (D-Fruf) residues from fructooligosaccharides	BfrR2	predicted_new	NA	fig|1682.120.peg.522	F8277_10755	NA
Fructose and fructoside utilization	BfrB2	NA	Putative fructooligosaccharide ABC transporter-2 substrate-binding component (TC 3.A.1.1)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR2	predicted_new	NA	fig|1682.120.peg.525	F8277_10770	NA
Fructose and fructoside utilization	BfrC2	NA	Putative fructooligosaccharide ABC transporter-2 permease component 1 (TC 3.A.1.1)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR2	predicted_new	NA	fig|1682.120.peg.524	F8277_10765	NA
Fructose and fructoside utilization	BfrD2	NA	Putative fructooligosaccharide ABC transporter-2 permease component 2 (TC 3.A.1.1)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport short-chain/long-chain fructooligosaccharides	BfrR2	predicted_new	NA	fig|1682.120.peg.523	F8277_10760	NA
Fructose and fructoside utilization	BfrR2	NA	Putative transcriptional regulator of fructooligosaccharide utilization-2 (LacI family)	NA	NA	scFOS;lcFOS	Short-chain fructooligosaccharide utilization;Long-chain fructooligosaccharide utilization	regulator	LacI	NA	Predicted to regulate the expression of bfrA2B2C2D	BfrR2	predicted_new	NA	fig|1682.120.peg.526	F8277_10775	NA
Fructose and fructoside utilization	BfrA3	BBDE_2039	Putative beta-fructofuranosidase-3 (GH32)	NA	NA	DFA	Difructose dianhydride utilization (production)	CAZyme	GH32	intracellular	Predicted to cleave inulobiose into two D-fructose molecules	DfaR	predicted	34688653	fig|1150423.4.peg.2147	BBDE_2039	NA
Fructose and fructoside utilization	aFFase1	αFFase1	Difructose dianhydride I synthase/hydrolase (GH172)	NA	NA	DFA	Difructose dianhydride utilization (production)	CAZyme	GH172	intracellular	Reversibly cleaves the intramolecular alpha-2,1′-D-fructofuranosidic bond of difructose dianhydride (DFA) I	DfaR	characterized	34688653	fig|1150423.4.peg.2148	BBDE_2040	NA
Fructose and fructoside utilization	DfaA	BBDE_2043	Putative difructose dianhydride ABC transporter substrate-binding component (TC 3.A.1.1)	NA	NA	DFA	Difructose dianhydride utilization (production)	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport difructose dianhydride(s)	DfaR	predicted	34688653	fig|1150423.4.peg.2151	BBDE_2043	NA
Fructose and fructoside utilization	DfaB	BBDE_2042	Putative difructose dianhydride ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	DFA	Difructose dianhydride utilization (production)	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport difructose dianhydride(s)	DfaR	predicted	34688653	fig|1150423.4.peg.2150	BBDE_2042	NA
Fructose and fructoside utilization	DfaC	BBDE_2041	Putative difructose dianhydride ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	DFA	Difructose dianhydride utilization (production)	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport difructose dianhydride(s)	DfaR	predicted	34688653	fig|1150423.4.peg.2149	BBDE_2041	NA
Fructose and fructoside utilization	DfaR	BBDE_2038	Putative transcriptional regulator of caramelized fructose utilization (LacI family)	NA	NA	DFA	Difructose dianhydride utilization (production)	regulator	LacI	NA	Predicted to regulate the expression of the aFFase1-dfaABC gene cluster	DfaR	predicted	34688653	fig|1150423.4.peg.2146	BBDE_2038	NA
Fructose and fructoside utilization	Ift	NA	Putative inulin fructotransferase (DFA-III-forming) (GH91)	NA	NA	DFA	Difructose dianhydride utilization (production)	CAZyme	GH91	intracellular	Predicted to reversibly cleave the intramolecular alpha-2,3′-D-fructofuranosidic bond of difructose dianhydride (DFA) III	DfaR2	predicted	NA	fig|630129.11.peg.127	NA	59% seq. identity with characterized inulin fructotransferase (DFA-III-forming) from Arthrobacter aurescens (PMID: 26555784)
Fructose and fructoside utilization	DfaF	NA	Putative difructose dianhydride ABC transporter-2 substrate-binding component (TC 3.A.1.1)	NA	NA	DFA	Difructose dianhydride utilization (production)	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport difructose dianhydride(s)	DfaR2	predicted_new	NA	fig|630129.11.peg.124	NA	NA
Fructose and fructoside utilization	DfaG	NA	Putative difructose dianhydride ABC transporter-2 permease component 1 (TC 3.A.1.1)	NA	NA	DFA	Difructose dianhydride utilization (production)	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport difructose dianhydride(s)	DfaR2	predicted_new	NA	fig|630129.11.peg.125	NA	NA
Fructose and fructoside utilization	DfaH	NA	Putative difructose dianhydride ABC transporter-2 permease component 2 (TC 3.A.1.1)	NA	NA	DFA	Difructose dianhydride utilization (production)	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Predicted to transport difructose dianhydride(s)	DfaR2	predicted_new	NA	fig|630129.11.peg.126	NA	NA
Fructose and fructoside utilization	DfaR2	NA	Putative transcriptional regulator of caramelized fructose utilization-2 (LacI family)	NA	NA	DFA	Difructose dianhydride utilization (production)	regulator	LacI	NA	Predicted to regulate the expression of ift and dfaFGH genes	DfaR2	predicted_new	NA	fig|630129.11.peg.128	NA	NA
Mannose and mannoside utilization	ManA	NA	Mannose-6-phosphate isomerase (EC 5.3.1.8)	NA	NA	Man	D-mannose utilization	downstream_catabolism	EC 5.3.1.8	NA	Predicted to convert D-mannose-6-phosphate to D-fructose-6-phosphate	NA	predicted	NA	fig|401473.3.peg.501	BDP_0521	NA
Mannose and mannoside utilization	ManI	BL1337	D-mannose isomerase (EC 5.3.1.7)	d	NA	Man	D-mannose utilization	downstream_catabolism	EC 5.3.1.7	NA	Converts D-mannose to D-fructose	MnbR OR MnaR	characterized	36443572	fig|206672.9.peg.194	BL1337	NA
Mannose and mannoside utilization	Mnb2	BLAC_00800	Putative beta-1,4-mannosidase (GH2)	NA	NA	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	CAZyme	GH2	intracellular	Predicted to release terminal beta-1,4-linked mannose (D-Manp) residues from beta-mannose oligosaccharides	MnbR	predicted	NA	fig|1167629.6.peg.161	BLAC_00800	Protein expression in Bifidobacterium animalis subsp. lactis ATCC27673 is induced on carob galactomannan (PMID: 30947380)
Mannose and mannoside utilization	BaMan26A	NA	Extracellular endo-beta-1,4-mannanase (GH26)	NA	NA	bMAN	Beta-mannan family polysaccharide degradation	CAZyme	GH26	extracellular	Cleaves internal beta-1,4 glycosidic bonds in ivory nut mannan, konjac glucomannan, and carob galactomannan, releasing oligosaccharides (DP 2-5, primarily DP3). Not active toward oligosaccharides with DP<3. Releases only long oligosaccharides from guar gum	MnbR	characterized	23064345	fig|367928.6.peg.1108	BAD_1030	NA
Mannose and mannoside utilization	BlMan5_8	NA	Extracellular endo-beta-1,4-mannanase (GH5_8)	NA	NA	bMAN	Beta-mannan family polysaccharide degradation	CAZyme	GH5_8	extracellular	Cleaves internal beta-1,4 glycosidic bonds in locust bean glucomannan and konjac glucomannan, releasing oligosaccharides (DP 2-5). Not active toward oligosaccharides with DP<5	MnbR	characterized	26558435	fig|580050.3.peg.1437	Balac_1450	NA
Mannose and mannoside utilization	BdAga36	NA	Putative galactomannan alpha-1,6-galactosidase (GH36)	NA	NA	bMnOS	Beta-mannose oligosaccharide utilization	CAZyme	GH36	intracellular	Predicted to release terminal alpha-1,6-linked galactose (D-Galp) residues from beta-mannose oligosaccharides decorated with galactose residues (galactomannan oligosaccharides)	MnbR	predicted_new	NA	fig|401473.3.peg.125	BDP_0134	NA
Mannose and mannoside utilization	BaGlu1	Bbg572	Broad specificity beta-glucosidase (GH1)	d	NA	GmOS;XGlOS;Cld;Bgl	Glucomannan oligosaccharide utilization;Xyloglucan oligosaccharide utilization;Cellobiose and cellodextrin utilization;Beta-glucose oligosaccharide utilization;Flavonoid and ginsenoside utilization	CAZyme	GH1	intracellular	Releases terminal beta-1,2/3/4/6-linked glucose (D-Glcp) residues from sophorose, laminaribiose, cellobiose, gentiobiose. Acts on isoflavones (daidzein, genistin, glycitin), quercetins, ginsenosides (Rb1, Rb2)	MnbR	characterized	23221535	fig|580050.3.peg.149	Balac_0151	NA
Mannose and mannoside utilization	BdAme2	NA	Putative acetylmannan esterase (CE2)	NA	NA	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	CAZyme	CE2	intracellular	Predicted to remove O-acetylations from mannose (D-Manp) residues in beta-mannose/glucomannan oligosaccharides	MnbR	predicted_new	NA	fig|401473.3.peg.114	BDP_0123	NA
Mannose and mannoside utilization	MnbA	BlMnBP2;BLAC_00785	Beta-mannose-oligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	d	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds beta-mannose oligosaccharides (DP 3-6, DP 3 is preferential), galactosyl-mannobiose, galactosyl-mannotriose, and MMG in vitro	MnbR	characterized	30947380	fig|1167629.6.peg.156	BLAC_00785	Protein expression in Bifidobacterium animalis subsp. lactis ATCC27673 is induced on carob galactomannan (PMID: 30947380)
Mannose and mannoside utilization	MnbA	BlMnBP1;BLAC_00780	Beta-mannose-oligosaccharide ABC transporter substrate-binding component (TC 3.A.1.1)	NA	d	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Binds beta-mannose oligosaccharides (DP 2-6, DP 3 is preferential), galactosyl-mannobiose, galactosyl-mannotriose, mannosyl-glucose, glucosyl-mannose, MMG in vitro	MnbR	characterized	30947380	fig|1167629.6.peg.155	BLAC_00780	Protein expression in Bifidobacterium animalis subsp. lactis ATCC27673 is induced on carob galactomannan (PMID: 30947380)
Mannose and mannoside utilization	MnbB	BLAC_00790	Beta-mannose-oligosaccharide ABC transporter permease component 1 (TC 3.A.1.1)	NA	NA	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports beta-mannose and glucomannan oligosaccharides	MnbR	characterized	NA	fig|1167629.6.peg.158	BLAC_00790	Protein expression in Bifidobacterium animalis subsp. lactis ATCC27673 is induced on carob galactomannan (PMID: 30947380)
Mannose and mannoside utilization	MnbC	BLAC_00795	Beta-mannose-oligosaccharide ABC transporter permease component 2 (TC 3.A.1.1)	NA	NA	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	transporter	TC 3.A.1.1	ABC Superfamily; Carbohydrate Uptake Transporter-1 (CUT1) Family	Transports beta-mannose and glucomannan oligosaccharides	MnbR	characterized	NA	fig|1167629.6.peg.159	BLAC_00795	NA
Mannose and mannoside utilization	ManE	NA	Putative beta-mannose-oligosaccharide ABC transport system substrate-binding component (TC 3.A.1)	NA	NA	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport beta-mannose and glucomannan oligosaccharides	MnbR	predicted_new	NA	fig|1385940.3.peg.594	B7019_0575	NA
Mannose and mannoside utilization	ManF	NA	Putative beta-mannose-oligosaccharide ABC transport system permease component 1 (TC 3.A.1)	NA	NA	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport beta-mannose and glucomannan oligosaccharides	MnbR	predicted_new	NA	fig|1385940.3.peg.595	B7019_0576	NA
Mannose and mannoside utilization	ManG	NA	Putative beta-mannose-oligosaccharide ABC transport system permease component 2 (TC 3.A.1)	NA	NA	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport beta-mannose and glucomannan oligosaccharides	MnbR	predicted_new	NA	fig|1385940.3.peg.596	B7019_0577	NA
Mannose and mannoside utilization	ManL	NA	Putative beta-mannose-oligosaccharide ABC transport system ATP-binding component 1 (TC 3.A.1)	NA	NA	bMnOS;GmOS	Beta-mannose oligosaccharide utilization;Glucomannan oligosaccharide utilization	transporter	TC 3.A.1	ABC Superfamily	Predicted to transport beta-mannose and glucomannan oligosaccharides	MnbR	predicted_new	NA	fig|1385940.3.peg.597	B7019_0578	NA
